bank_no,bank_name,mobile,zip_code,address,swift_code,bank_province
402142700081,承德市围场县农村信用合作联社腰站信用社,3147860004,68451,腰站乡腰站村,--,河北
402142700104,承德市围场县农村信用合作联社清泉信用社,3147866068,68451,腰站乡清泉村,--,河北
402142700112,承德市围场县农村信用合作联社银窝沟信用社,3147880151,68452,银窝沟乡银窝沟村,--,河北
402142700129,承德市围场县农村信用合作联社四道沟信用社,3147708134,68452,四道沟乡横河村,--,河北
402142700137,承德市围场县农村信用合作联社兰旗卡伦信用社,3147700035,68452,兰旗卡伦乡烧锅村,--,河北
402142700145,承德市围场县农村信用合作联社克勒沟信用社,3147907608,68453,克勒沟镇克勒沟村,--,河北
402142700153,承德市围场县农村信用合作联社朝阳地信用社,3147916410,68453,朝阳地乡朝阳地村,--,河北
402142700161,承德市围场县农村信用合作联社新地信用社,3147901806,68453,新地乡新地村,--,河北
402142700170,承德市围场县农村信用合作联社朝阳湾信用社,3147816154,68454,朝阳湾乡金矿村,--,河北
402142700188,承德市围场县农村信用合作联社杨家湾信用社,3147830007,68454,杨家湾乡杨家湾村,--,河北
402142700196,承德市围场县农村信用合作联社郭家湾信用社,3147910047,68454,郭家湾乡郭家湾村,--,河北
402142700207,承德市围场县农村信用合作联社塞罕坝信用社,3147802251,68466,塞罕坝机械林场,--,河北
402142700215,承德市围场县农村信用合作联社六家信用社,3147886122,68454,朝阳湾乡3号村,--,河北
402142700223,承德市围场县农村信用合作联社广发永信用社,3147836140,68454,广发永乡广发永村,--,河北
402142700231,承德市围场县农村信用合作联社育太和信用社,3147838001,68454,育太和乡育太和村,--,河北
402142700240,承德市围场县农村信用合作联社棋盘山信用社,3147716862,68455,棋盘山镇棋盘山村,--,河北
402142700258,承德市围场县农村信用合作联社五道川信用社,3147730167,68455,五道川乡9号村,--,河北
402142700266,承德市围场县农村信用合作联社哈里哈信用社,3147736083,68455,哈里哈乡哈里哈村,--,河北
402142700274,承德市围场县农村信用合作联社大唤起信用社,3147780050,68455,大唤起乡大唤起村,--,河北
402142700282,承德市围场县农村信用合作联社新拨信用社,3147746011,68456,新拨乡新拨村,--,河北
402142700299,承德市围场县农村信用合作联社宝元栈信用社,3147806184,68456,宝元栈乡宝元栈村,--,河北
402142700303,承德市围场县农村信用合作联社殷家店信用社,3147746354,68456,新拨乡殷家店村,--,河北
402142700320,承德市围场县农村信用合作联社山湾子信用社,3147766911,68457,山湾子乡山湾子村,--,河北
402142700346,承德市围场县农村信用合作联社姜家店信用社,3147870032,68457,姜家店乡姜家店村,--,河北
402142700354,承德市围场县农村信用合作联社半截塔信用社,3147936519,68458,半截塔镇半截塔村,--,河北
402142700362,承德市围场县农村信用合作联社下伙房信用社,3147948096,68458,下伙房乡下伙房村,--,河北
402142700379,承德市围场县农村信用合作联社城子信用社,3147950173,68459,城子乡城子村,--,河北
402142700387,承德市围场县农村信用合作联社牌楼信用社,3147970003,68459,牌楼乡牌楼村,--,河北
402142700395,承德市围场县农村信用合作联社御道口信用社,3147996932,68460,御道口牧场,--,河北
402142700418,承德市围场县农村信用合作联社大头山信用社,3147976532,68461,大头山乡大头山村,--,河北
402142700426,承德市围场县农村信用合作联社南山嘴信用社,3147972030,68461,南山嘴乡南山嘴村,--,河北
402142700434,承德市围场县农村信用合作联社道坝子信用社,3147788195,68450,道坝子乡道坝子村,--,河北
402142700442,承德市围场县农村信用合作联社围场镇信用社,3147517444,68450,围场镇木兰中路248号,--,河北
402143000011,沧州市农村信用合作社联合社,0317-3016052,61000,河北省沧州市华西小区1号楼,--,河北
402143000020,沧州融信农村商业银行运河支行,0317-3016945,61000,河北省沧州市华西小区1号楼,--,河北
402143000038,沧州融信农村商业银行解放路分理处,0317-2016472,61000,河北省沧州市运河区解放中路269号,--,河北
402143000046,沧州市农村信用合作社中心社爱民路分社,0317-2081599,61000,河北省沧州市运河区爱民路,--,河北
402143000054,沧州融信农村商业银行幞园分理处,0317-2051993,61000,河北省沧州市运河区西环中街20号,--,河北
402143000062,沧州融信农村商业银行黄河路分理处,0317-2036946,61000,河北省沧州市黄河西路,--,河北
402143000079,沧州市农村信用合作社中心社育红路分社,0317-2013442,61000,河北省沧州市运河区育红中路,--,河北
402143000087,沧州融信农村商业银行朝阳中路分理处,0317-2101346,61000,河北省沧州市运河区小孙庄,--,河北
402143000095,沧州融信农村商业银行社水月寺分理处,0317-3040030,61000,河北省沧州市运河区水月寺大街北,--,河北
402143000100,沧州融信农村商业银行小金庄分理处,0317-2071274,61000,河北省沧州市运河区小金庄,--,河北
402143000118,沧州市农村信用合作社中心社小王庄分社,0317-2101348,61000,河北省沧州市运河区小王庄,--,河北
402143000126,沧州融信农村商业银行欣怡分理处,0317-3580757,61000,河北省沧州市欣怡小区,--,河北
402143000134,沧州融信农村商业银行广场分理处,0317-3581485,61000,河北省沧州市步行街中心广场,--,河北
402143000142,沧州融信农村商业银行顺城分理处,0317-3562861,61000,河北省沧州市顺城商城一楼,--,河北
402143000159,沧州市农村信用合作社中心社西环分社,0317-2037369,61000,河北省沧州市西环中街影视城楼下,--,河北
402143000167,沧州市农村信用合作社中心社车站分社,0317-3041498,61000,河北省沧州市新华路国营汽车站对过,--,河北
402143000175,沧州融信农村商业银行朝阳分理处,0317-2022499,61000,河北省沧州市朝阳大街地税局南配楼楼下,--,河北
402143000183,沧州融信农村商业银行丽水花庭分理处,0317-3023779,61000,河北省沧州市交通大街丽水花庭小区,--,河北
402143000206,沧州融信农村商业银行股份有限公司,0317-3038235,61001,河北省沧州市解放中路,--,河北
402143000214,沧州融信农村商业银行姚庄子支行,0317-2050578,61001,河北省沧州市沧石路姚庄子路西,--,河北
402143000222,沧州融信农村商业银行姚庄子南区分理处,0317-2161061,61001,河北省沧州市姚庄子村内,--,河北
402143000239,沧州融信农村商业银行解放东路支行,0317-3071252,61001,河北省沧州市郊小代庄,--,河北
402143000247,沧州市小代庄农村信用合作社刘表庄分社,0317-3061004,61000,河北省沧州市刘表庄铁路中学附近,--,河北
402143000255,沧州融信农村商业银行小赵庄支行,0317-3071637,61000,河北省沧州市郊小赵庄,--,河北
402143000263,沧州融信农村商业银行物华分理处,0317-7931120,61000,河北省沧州市解放东路西队物华市场内,--,河北
402143000271,沧州市小赵庄农村信用合作社蔡庄子分社,0317-3570302,61000,河北省沧州市南环东路蔡庄子,--,河北
402143000280,沧州融信农村商业银行铁西分理处,0317-3095858,61000,河北省沧州市铁路以西铁西商住区,--,河北
402143000298,沧州融信农村商业银行鞠官屯支行,0317-3062589,61000,河北省沧州市北环东路炮团对过,--,河北
402143000302,沧州融信农村商业银行黄河西路支行,0317-2023421,61000,河北省沧州市南环西路19号,--,河北
402143000319,沧州市南陈屯农村信用合作社西环小区分社,0317-2120332,61000,河北省沧州市南环路西环小区,--,河北
402143000327,沧州融信农村商业银行小树林分理处,0317-3078285,61000,河北省沧州市新开路,--,河北
402143000335,沧州融信农村商业银行大赵庄分理处,0317-2166215,61000,河北省沧州市郊大赵庄北队,--,河北
402143000343,沧州融信农村商业银行新华路支行,0317-2021347,61001,河北省沧州市郊河西,--,河北
402143000351,沧州融信农村商业银行安庄子分理处,0317-2063587,61001,河北省沧州市安庄子,--,河北
402143000360,沧州市河西农村信用合作社光荣路分社,0317-2022543,61001,河北省沧州市光荣路,--,河北
402143000378,沧州市河西农村信用合作社迎宾路分社,0317-2011417,61001,河北省沧州市迎宾西路,--,河北
402143000386,沧州市河西农村信用合作社文明小区分社,0317-3030784,61000,河北省沧州市文明小区,--,河北
402143000394,沧州融信农村商业银行浮阳支行,0317-2025063,61001,河北省沧州市郊小王庄,--,河北
402143000409,沧州融信农村商业银行三里庄分理处,0317-3508848,61000,河北省沧州市郊三里庄村,--,河北
402143000417,沧州市小王庄农村信用合作社小王庄分社,0317-2064745,61001,河北省沧州市西环北路4号,--,河北
402143000425,沧州融信农村商业银行有限公司永济路分理处,0317-2168090,61001,河北省沧州市郊孔辛庄对面,--,河北
402143000433,沧州融信农村商业银行西花园西区分理处,0317-2068380,61001,河北省沧州市郊西花园对面,--,河北
402143000441,沧州市鞠官屯农村信用合作社利农分社,0317-3062589,61000,河北省沧州市工农路(石油二部南),--,河北
402143100012,沧县农村信用合作联社,0317-3042573,61000,河北省沧州市解放东路白酒厂东侧,--,河北
402143100029,沧县农村信用合作联社府前信用社,0317-3585093,61000,河北省沧州市解放东路,--,河北
402143100045,沧县农村信用合作联社捷地分社,0317-4043105,61025,河北省沧州市沧县捷地镇,--,河北
402143100053,沧县农村信用合作联社张官屯分社,0317-4046067,61038,河北省沧州市沧县张官屯乡张官屯村,--,河北
402143100061,沧县农村信用合作联社穆官屯分社,0317-4046486,61025,河北省沧州市沧县张官屯乡穆官屯村,--,河北
402143100070,沧县农村信用合作联社汪家铺信用社,0317-4759052,61025,河北省沧州市沧县汪家铺乡汪家铺村,--,河北
402143100088,沧县农村信用合作联社七里淀分社,0317-4759733,61025,河北省沧州市沧县汪家铺乡七里淀村,--,河北
402143100096,沧县农村信用合作联社刘家庙分社,0317-4728023,61033,河北省沧州市沧县刘家庙乡刘家庙村,--,河北
402143100115,沧县农村信用合作联社旧州信用社,0317-4743085,61023,河北省沧州市沧县旧州镇北关村,--,河北
402143100123,沧县农村信用合作联社王官屯分社,0317-4735041,61023,河北省沧州市沧县仵龙堂乡王官屯村,--,河北
402143100131,沧县农村信用合作联社仵龙堂分社,0317-4735628,61023,河北省沧州市沧县仵龙堂乡仵龙堂村,--,河北
402143100140,沧县农村信用合作联社李天木分社,0317-4802180,61024,河北省沧州市沧县李天木乡李天木村,--,河北
402143100158,沧县农村信用合作联社望海寺分社,0317-4830332,61023,河北省沧州市沧县风化店乡望海寺村,--,河北
402143100166,沧县农村信用合作联社风化店信用社,0317-4836032,61000,河北省沧州市沧县风化店乡风化店村,--,河北
402143100174,沧县农村信用合作联社北桃杏分社,0317-4867033,61024,河北省沧州市沧县兴济镇北桃杏村,--,河北
402143100182,沧县农村信用合作联社薛官屯信用社,0317-4888085,61022,河北省沧州市沧县薛官屯乡薛官屯村,--,河北
402143100199,沧县农村信用合作联社兴济分社,0317-4852635,61021,河北省沧州市沧县兴济镇,--,河北
402143100211,沧县农村信用合作联社建国街第二分社,0317-4852121,61021,河北省沧县兴济镇建国街,--,河北
402143100220,沧县农村信用合作联社姚官屯分社,0317-4843129,61022,河北省沧州市沧县姚官屯乡姚官屯村,--,河北
402143100238,沧县农村信用合作联社皂坡分社,0317-4812180,61724,河北省沧县李天木乡皂坡村中心广场,--,河北
402143100246,沧县农村信用合作联社杜林分社,0317-4940711,61028,河北省沧州市沧县杜林镇,--,河北
402143100254,沧县农村信用合作联社杜林西街分社,0317-4947582,61028,河北省沧县杜林乡西街,--,河北
402143100262,沧县农村信用合作联社王祥庄分社,0317-4042686,61028,河北省沧州市沧县杜林镇王祥庄村,--,河北
402143100279,沧县农村信用合作联社杜生分社,0317-4052169,61029,河北省沧州市沧县杜生镇杜生村,--,河北
402143100295,沧县农村信用合作联社大官厅信用社,0317-4058231,61034,河北省沧州市沧县大官厅乡大官厅村,--,河北
402143100300,沧县农村信用合作联社陈圩分社,0317-4058446,61034,河北省沧县大官厅乡陈圩村,--,河北
402143100318,沧县农村信用合作联社崔尔庄信用社,0317-4983130,61027,河北省沧州市沧县崔尔庄镇,--,河北
402143100326,沧县农村信用合作联社闫村分社,0317-4993004,61027,河北省沧州市沧县崔尔庄镇前屯村,--,河北
402143100334,沧县农村信用合作联社高川分社,0317-4995005,61027,河北省沧州市沧县高川乡高川村,--,河北
402143100359,沧县农村信用合作联社大褚村信用社,0317-4056013,61032,河北省沧州市沧县大楮村乡大楮村,--,河北
402143100367,沧县农村信用合作联社黄递铺分社,0317-4056499,61032,河北省沧州市沧县黄递铺,--,河北
402143100375,沧县农村信用合作联社纸房头分社,0317-4048013,61026,河北省沧州市沧县纸房头乡纸房头村,--,河北
402143100383,沧县农村信用合作联社南顾屯分社,0317-4730101,61023,河北省沧县风化店乡南顾屯村,--,河北
402143200013,青县农村信用合作联社,0317-4122649,62650,河北省沧州市青县南环西路31号,--,河北
402143200021,青县农村信用合作联社河东信用社,0317-4022525,62650,河北省沧州市青县清州镇,--,河北
402143200064,青县农村信用合作联社官庄信用社,0317-4261183,62650,河北省沧州市青县官庄,--,河北
402143200072,青县农村信用合作联社孙楼分社,0317-4161022,62650,河北省沧州市青县孙楼,--,河北
402143200089,青县农村信用合作联社上伍信用社,0317-4289180,62650,河北省沧州市青县上伍,--,河北
402143200101,青县农村信用合作联社陈嘴分社,0317-4381015,62650,河北省沧州市青县陈嘴乡,--,河北
402143200110,青县农村信用合作联社小牛庄信用社,0317-4081014,62650,河北省沧州市青县小牛庄,--,河北
402143200128,青县农村信用合作联社大杜庄分社,0317-4181137,62650,河北省沧州市青县大杜庄,--,河北
402143200136,青县农村信用合作联社觉道庄分社,0317-4087390,62650,河北省沧州市青县觉道庄商业街,--,河北
402143200144,青县农村信用合作联社马厂信用社,0317-4071022,62650,河北省沧州市青县马厂,--,河北
402143200152,青县农村信用合作联社陈缺屯信用社,0317-4371058,62650,河北省沧州市陈缺屯,--,河北
402143200185,青县农村信用合作联社流河信用社,0317-4171101,62650,河北省沧州市青县流河,--,河北
402143200193,青县农村信用合作联社王镇店信用社,0317-4271074,62650,河北省沧州市青县王镇店,--,河北
402143200208,青县农村信用合作联社曹寺信用社,0317-4061023,62650,河北省沧州市青县曹寺,--,河北
402143200216,青县农村信用合作联社王召庄分社,0317-4361024,62650,河北省沧州市青县王召庄,--,河北
402143200224,青县农村信用合作联社木门店信用社,0317-4191094,62650,河北省沧州市青县木门店,--,河北
402143200232,青县农村信用合作联社崇仙分社,0317-4291020,62650,河北省沧州市青县崇仙,--,河北
402143200249,青县农村信用合作联社辛集信用社,0317-4091167,62650,河北省沧州市青县新兴镇,--,河北
402143200257,青县农村信用合作联社孝子墓信用社,0317-4391030,62650,河北省沧州市青县新兴镇孝子墓村,--,河北
402143200265,青县农村信用合作联社金诚信用社,0317-4021214,62650,河北省沧州市青县津德中路,--,河北
402143200273,青县农村信用合作联社新华路储蓄所,0317-4128970,62650,河北省青县新华路信誉楼西,--,河北
402143200290,青县农村信用合作联社金桥信用社,0317-4022334,62650,河北省沧州市青县会川路卫生局西,--,河北
402143200304,青县农村信用合作联社市场分社,0317-4120119,62650,河北省青县盘古市场,--,河北
402143200312,青县农村信用合作联社信达储蓄所,0317-4122685,62650,河北省青县新华西路职教东侧,--,河北
402143200415,青县农村信用合作联社振兴分社,0317-4220384,62650,青县振兴路乾宁街路口,--,河北
402144100014,泊头市农村信用合作联社,0317-8193366,62150,河北省泊头市裕华路599号,--,河北
402144100022,泊头市农村信用合作联社市场分社,0317-8287401,62150,河北省泊头市泊镇堤口王,--,河北
402144100047,泊头市农村信用合作联社苏屯信用社,0317-8180648,62150,河北省泊头市王武镇苏屯,--,河北
402144100055,泊头市农村信用合作联社洼里王信用社,0317-8392029,62156,河北省泊头市洼里王镇,--,河北
402144100063,泊头市农村信用合作联社王武信用社,0317-8396030,62156,河北省泊头市王武镇,--,河北
402144100071,泊头市农村信用合作联社文庙信用社,0317-8362358,62152,河北省泊头市文庙镇,--,河北
402144100080,泊头市农村信用合作联社齐桥信用社,0317-8358800,62153,河北省泊头市齐桥镇,--,河北
402144100098,泊头市农村信用合作联社寺门村信用社,0317-8393165,62155,河北省泊头市寺门村镇,--,河北
402144100102,泊头市农村信用合作联社郝村信用社,0317-8382063,62159,河北省泊头市郝村镇,--,河北
402144100119,泊头市农村信用合作联社营子信用社,0317-8385155,62159,河北省泊头市营子镇,--,河北
402144100127,泊头市农村信用合作联社桑庄信用社,0317-8393165,62155,河北省泊头市营子镇桑庄,--,河北
402144100135,泊头市农村信用合作联社千里屯信用社,0317-8383099,62159,河北省泊头市郝村镇千里屯,--,河北
402144100143,泊头市农村信用合作联社富镇信用社,0317-8345030,62157,河北省泊头市富镇,--,河北
402144100151,泊头市农村信用合作联社西辛店信用社,0317-8342032,62157,河北省泊头市西辛店乡,--,河北
402144100160,泊头市农村信用合作联社交河信用社,0317-8334397,62151,河北省泊头市交河镇,--,河北
402144100178,泊头市农村信用合作联社东辛店信用社,0317-8339017,62151,河北省泊头市东辛店,--,河北
402144100186,泊头市农村信用合作联社双狮赵分社,0317-8263256,62150,河北省泊头市104国道,--,河北
402144100194,泊头市农村信用合作联社河东信用社,0317-8222858,62150,河北省泊头市解放东路,--,河北
402144100209,泊头市农村信用合作联社河西信用社,0317-8289245,62150,河北省泊头市胜利街,--,河北
402144100217,泊头市农村信用合作联社刘庄分社,0317-8184162,62150,河北省泊头市解放西路,--,河北
402144100225,泊头市农村信用合作联社大鲁道信用社,0317-8353866,62159,河北省泊头市营子镇大鲁道,--,河北
402144100233,泊头市农村信用合作联社新华储蓄所,0317-8332417,62151,河北省泊头市交河镇新华路,--,河北
402144100292,泊头市农村信用合作联社交通分社,0317-8185021,62150,河北省泊头市龙华街,--,河北
402144100364,泊头市农村信用合作联社新华分社,0317-8284439,62150,河北省泊头市新华街,--,河北
402144100428,泊头市农村信用合作社四营分社,0317-8338088,62151,河北省泊头市交河镇四营,--,河北
402144100508,泊头市农村信用合作联社裕华分社,0317-8181235,62150,河北省泊头市裕华路,--,河北
402144100516,泊头市西辛店农村信用合作社富镇分社,0317-8345024,62157,河北省泊头市富镇,--,河北
402144100524,泊头市农村信用合作社商城分社,0317-8263199,62150,河北省泊头市解放商城南门东侧,--,河北
402144100532,泊头市农村信用合作社后河分社,0317-8395025,62150,河北省泊头市后河村,--,河北
402144100549,泊头市农村信用合作联社贺庄子分社,0317-8063123,62152,河北省泊头市贺庄子村,--,河北
402144100565,泊头市河东农村信用合作社河西分社,0317-8345030,62157,河北省泊头市建设街,--,河北
402144100573,泊头市农村信用合作联社张庄子分社,0317-8055021,62150,河北省泊头市龙华街,--,河北
402144200015,任丘市农村信用合作联社,0317-2254676,62550,河北省任丘市建设东路,--,河北
402144200023,任丘市农村信用合作联社柿庄分社,0317-2288609,62550,河北省任丘市永丰路办事处院内,--,河北
402144200031,任丘市农村信用合作联社燕山南道分社,0317-2259734,62550,河北省任丘市源平路口,--,河北
402144200040,任丘市农村信用合作联社会战道信用社,0317-2223132,62550,河北省任丘市裕华中路25号增2号,--,河北
402144200066,任丘市农村信用合作联社北环分社,0317-2251480,62550,河北省任丘市会战北道明珠新村,--,河北
402144200074,任丘市会战道农村信用合作社京开道分社,0317-2227444,62550,河北省任丘市京开道,--,河北
402144200082,任丘市会战道农村信用合作社建设路分社,0317-2225794,62550,河北省任丘市建设路人民银行门前,--,河北
402144200103,任丘市会战道农村信用合作社燕山道分社,0317-2220702,62550,河北省任丘市东凉道口,--,河北
402144200111,任丘市农村信用合作联社裕华分社,0317-2227584,62550,河北省任丘市裕华路,--,河北
402144200120,任丘市农村信用合作联社城关分社,0317-2226140,62550,河北省任丘市燕山道2号,--,河北
402144200138,任丘市会战道农村信用合作社建设东路分社,0317-2259171,62550,河北省任丘市交通局大门东侧,--,河北
402144200146,任丘市农村信用合作联社渤海西路分社,0317-2316157,62550,河北省任丘市会战道总部桥头东行200米,--,河北
402144200154,任丘市农村信用合作联社裕华西路分社,0317-2257915,62550,河北省任丘市裕华西路北关卫生所对过,--,河北
402144200162,任丘市农村信用合作联社东凉分社,0317-2222861,62550,河北省任丘市燕山北道钢铁市场南侧,--,河北
402144200179,任丘市农村信用合作联社油建分社,0317-2597373,62550,河北省任丘市裕华东路香港街东街北头,--,河北
402144200195,任丘市农村信用合作联社安庄分社,0317-2702455,62550,河北省任丘市裕华东路安庄村,--,河北
402144200200,任丘市农村信用合作联社辛中驿信用社,0317-2926545,62556,河北省任丘市辛中驿镇政府路口南20米,--,河北
402144200226,任丘市农村信用合作联社苟各庄信用社,0317-2931465,62550,河北省任丘市苟各庄镇三街村,--,河北
402144200234,任丘市苟各庄农村信用合作社宗佐分社,0317-2935203,62550,河北省任丘市苟各庄镇宗佐,--,河北
402144200242,任丘市农村信用合作联社北辛庄信用社,0317-2811019,62550,河北省任丘市北辛庄乡司马庄村,--,河北
402144200259,任丘市农村信用合作联社华北石油信用社,0317-2728322,62550,河北省任丘市渤海路52号,--,河北
402144200267,任丘市华北石油农村信用合作社站前分社,0317-2728322,62550,河北省任丘市华油局机关,--,河北
402144200283,任丘市农村信用合作联社惠伯口信用社,0317-2921305,62559,河北省任丘市辛中驿镇惠伯口村,--,河北
402144200291,任丘市华北石油农村信用合作社渤海路分社,0317-2723719,62550,河北省任丘市渤海路54号,--,河北
402144200306,任丘市华北石油农村信用合作社新华书店分社,0317-2725327,62550,河北省任丘市渤海中路二连公司大门东侧,--,河北
402144200339,任丘市农村信用合作联社商业街分社,0317-2226426,62550,河北省任丘市华油商业街东头,--,河北
402144200347,任丘市农村信用合作联社长丰信用社,0317-2961407,62555,河北省任丘市长丰镇政府西侧,--,河北
402144200355,任丘市农村信用合作联社蔡村分社,0317-2833020,62555,河北省任丘市长丰镇蔡村,--,河北
402144200363,任丘市农村信用合作联社石门桥信用社,0317-2801048,62556,河北省任丘市石门桥镇,--,河北
402144200380,任丘市农村信用合作联社汜水分社,0317-2806409,62556,河北省任丘市石门桥镇东汜水村,--,河北
402144200398,任丘市农村信用合作联社北汉信用社,0317-2871013,62558,河北省任丘市北汉乡政府西侧,--,河北
402144200402,任丘市农村信用合作联社吕公堡信用社,0317-2833373,62550,河北省任丘市吕公堡镇南头村,--,河北
402144200419,任丘市农村信用合作联社青塔信用社,0317-2991056,62555,河北省任丘市青塔乡政府西侧,--,河北
402144200427,任丘市农村信用合作联社天门口分社,0317-2282071,62550,河北省任丘市青塔乡天门口村,--,河北
402144200435,任丘市农村信用合作联社？州信用社,0317-2822253,62551,河北省任丘市？州镇,--,河北
402144200443,任丘市农村信用合作联社梁召信用社,0317-2915171,62557,河北省任丘市梁召镇梁召村,--,河北
402144200460,任丘市农村信用合作联社辛安庄分社,0317-2911335,62557,河北省任丘市梁召镇辛安庄村,--,河北
402144200486,任丘市农村信用合作联社议论堡信用社,0317-2856314,62550,河北省任丘市议论堡乡政府东100米,--,河北
402144200494,任丘市农村信用合作联社东大坞分社,0317-2851005,62550,河北省任丘市议论堡乡东大坞村村东,--,河北
402144200509,任丘市农村信用合作联社于村信用社,0317-2951046,62550,河北省任丘市于村乡西于村,--,河北
402144200517,任丘市农村信用合作联社陵城分社,0317-2958076,62550,河北省任丘市于村乡北陵村,--,河北
402144200525,任丘市农村信用合作联社麻家坞信用社,0317-2861195,62554,河北省任丘市麻家坞镇政府北侧,--,河北
402144200533,任丘市麻家坞农村信用合作社南卢庄分社,0317-2662521,62554,河北省任丘市麻家坞镇北马庄村,--,河北
402144200541,任丘市农村信用合作联社南畅支分社,0317-2836101,62554,河北省任丘市麻家坞镇杨各庄村,--,河北
402144200550,任丘市农村信用合作联社出岸信用社,0317-2891299,62553,河北省任丘市出岸镇,--,河北
402144200568,任丘市农村信用合作联社王家坞分社,0317-2891142,62553,河北省任丘市出岸镇王家坞村,--,河北
402144200576,任丘市农村信用合作联社长洋淀分社,0317-2236851,62550,河北省任丘市建设西路,--,河北
402144200584,任丘市农村信用合作联社西环分社,0317-2763855,62550,河北省任丘市保定路口西行100米,--,河北
402144200592,任丘市会战道农村信用合作社肖楼分社,0317-2728419,62550,河北省任丘市渤海西路华油二医院北门,--,河北
402144200605,任丘市农村信用合作联社思贤分社,0317-2289428,62550,任丘市西环办事处思贤村,--,河北
402144200621,任丘市农村信用合作联社七间房信用社,0317-2889205,62550,河北省任丘市七间房乡七间房村,--,河北
402144200630,任丘市农村信用合作联社京开北道分社,0317-2230067,62550,河北省任丘市京开北道远景花园小区,--,河北
402144200648,任丘市农村信用合作联社燕南园区分社,0317-2900901,62550,河北省任丘市张刘庄开发区,--,河北
402144200656,任丘市农村信用合作联社开发区分社,0317-2296681,62550,河北省任丘市经济开发区,--,河北
402144300016,河间市农村信用合作联社,0317-3666311,62450,河北省河间市北大街口,--,河北
402144300024,河间市农村信用合作联社南大街分社,0317-3222657,62450,河北省河间市南大街,--,河北
402144300032,河间市农村信用合作联社胜利东路分社,0317-3668861,62450,沧州河间市胜利东路分社,--,河北
402144300049,河间市农村信用合作联社东大街分社,0317-3668348,62450,沧州河间市东大街,--,河北
402144300065,河间市农村信用合作联社沙洼信用社,0317-3601266,62450,河北省河间市沙洼乡西沙洼村,--,河北
402144300073,河间市农村信用合作联社樊庄信用社,0317-3603263,62450,河北省河间市瀛州镇樊庄村,--,河北
402144300081,河间市农村信用合作联社榆林庄信用社,0317-3603590,62450,河北省河间市兴村镇榆林庄村,--,河北
402144300090,河间市农村信用合作联社兴村信用社,0317-3680267,62462,河北省河间市兴村镇兴村村,--,河北
402144300104,河间市农村信用合作联社果子洼信用社,0317-3605998,62450,河北省河间市果子洼乡果二村,--,河北
402144300112,河间市农村信用合作联社西诗经村分社,0317-3851113,62464,河北省河间市西诗经村乡,--,河北
402144300129,河间市农村信用合作联社郭家村分社,0317-3851015,62457,河北省河间市郭家村乡,--,河北
402144300137,河间市农村信用合作联社西九吉信用社,0317-3601310,62460,河北省河间市西九吉乡西九吉东村,--,河北
402144300145,河间市农村信用合作联社龙华店信用社,0317-3881069,62458,河北省河间市龙华店乡,--,河北
402144300161,河间市农村信用合作联社留古寺信用社　,0317-3836456,62459,河北省河间市留古寺镇,--,河北
402144300188,河间市农村信用合作联社时村信用社,0317-3671092,62463,河北省河间市时村乡,--,河北
402144300196,河间市农村信用合作联社卧佛堂信用社,0317-3821037,62453,河北省河间市卧佛堂镇六村,--,河北
402144300215,河间市农村信用合作联社北石槽信用社,0317-3821357,62453,河北省河间市北石槽乡开发区,--,河北
402144300223,河间市农村信用合作联社南留路信用社,0317-3802221,62454,河北省河间市米各庄镇南留路村,--,河北
402144300231,河间市农村信用合作联社束城信用社,0317-3815043,62455,河北省河间市束城镇政府大门西侧,--,河北
402144300258,河间市农村信用合作联社尊祖庄信用社,0317-3196285,62454,河北省河间市尊祖庄乡,--,河北
402144300266,河间市农村信用合作联社北司徒分社,0317-3815084,62450,沧州河间市北司徒村,--,河北
402144300274,河间市农村信用合作联社黎民居信用社,0317-3841069,62456,河北省河间市黎民居镇,--,河北
402144300299,河间市农村信用合作联社景和信用社,0317-3691041,62451,河北省河间市景和镇,--,河北
402144300303,河间市农村信用合作联社沙河桥信用社,0317-3868083,62452,河北省河间市沙河桥镇,--,河北
402144300320,河间市农村信用合作联社故仙信用社,0317-3871111,62451,河北省河间市故仙镇,--,河北
402144300346,河间市农村信用合作联社行别营信用社,0317-3898091,62461,河北省河间市行别营乡,--,河北
402144300354,河间市农村信用合作联社开发区分社,0317-3616388,62450,河北省河间市开发区,--,河北
402144300362,河间市农村信用合作联社米各庄信用社,0317-3802105,62454,河北省河间市米各庄镇米各庄村,--,河北
402144300379,河间市农村信用合作联社米各庄分社,0317-3806777,62454,河北省河间市米各庄镇米各庄村,--,河北
402144300387,河间市农村信用合作联社城区分社,0317-3183772,62450,河北省河间市瀛秀园小区,--,河北
402144300395,河间市农村信用合作联社瀛州信用社,0317-3656005,62450,河北省河间市京开北路,--,河北
402144300400,河间市农村信用合作联社城苑东路分社,0317-3224678,62451,河北省河间市城苑东路,--,河北
402144300418,河间市龙华店农村信用合作社八里铺分社,0317-3881127,62458,河北省河间市龙华店乡八里铺村,--,河北
402144300426,河间市农村信用合作联社西诗经村信用社,0317-3212315,62464,河北省河间市西诗经村乡北屯村,--,河北
402144400017,肃宁县农村信用合作联社营业部,0317-5017122,62350,河北省沧州市肃宁县武垣西路,--,河北
402144400025,肃宁县农村信用合作联社城关信用社,0317-5021562,62350,河北省沧州市肃宁县靖宁中街,--,河北
